Year;ISO_Code;Tariffs;Regulatory trade barriers;Black market exchange rates;Controls of the movement of capital and people;Freedom to Trade Internationally;;
2012;ZMB;7,28;4,49;10,00;6,59;7,09;;
2012;ZWE;4,38;3,84;10,00;2,30;5,13;;
2011;ALB;8,45;6,60;10,00;3,42;7,12;;
2011;DZA;6,86;5,22;9,07;1,60;5,69;;
2011;AGO;8,32;4,02;10,00;2,50;6,21;;
2011;ARG;5,84;4,62;8,99;3,37;5,71;;
2011;ARM;8,89;6,47;10,00;4,19;7,39;;
2011;AUS;8,80;8,33;10,00;3,51;7,66;;
2011;AUT;8,27;7,73;10,00;5,35;7,84;;
2011;AZE;8,04;4,72;10,00;3,41;6,54;;
2011;BHS;3,15;7,76;10,00;4,37;6,32;;
2011;BHR;8,39;7,78;10,00;5,39;7,89;;
2011;BGD;6,59;5,64;10,00;1,98;6,05;;
2011;BRD;7,19;7,34;10,00;5,77;7,58;;
2011;BLR;;;;;;;
2011;BEL;8,27;8,08;10,00;6,16;8,13;;
2011;BLZ;6,49;7,51;10,00;4,15;7,04;;
2011;BEN;6,86;4,85;10,00;1,68;5,85;;
2011;BTN;;;;;;;
2011;BOL;7,92;5,57;10,00;4,35;6,96;;
2011;BIH;8,33;6,69;10,00;5,11;7,53;;
2011;BWA;5,90;5,82;10,00;6,27;7,00;;
2011;BRA;7,16;6,43;9,73;5,11;7,11;;
2011;BRN;8,66;6,77;10,00;5,44;7,72;;
2011;BGR;8,27;6,05;10,00;6,02;7,59;;
2011;BFA;7,46;4,46;10,00;2,18;6,03;;
2011;BDI;6,50;4,22;10,00;1,15;5,47;;
2011;KHM;7,67;5,94;10,00;4,49;7,03;;
2011;CMR;5,50;6,29;10,00;2,78;6,14;;
2011;CAN;6,58;7,39;10,00;6,51;7,62;;
2011;CPV;6,65;5,99;10,00;3,67;6,58;;
2011;CAF;6,21;1,77;10,00;0,77;4,69;;
2011;TCD;6,33;1,97;10,00;1,88;5,04;;
2011;CHL;9,47;7,78;10,00;5,41;8,16;;
2011;CHN;8,13;6,13;10,00;2,09;6,59;;
2011;COL;7,91;6,34;9,00;5,82;7,27;;
2011;COD;7,74;2,54;10,00;0,38;5,17;;
2011;COG;7,35;2,10;10,00;0,77;5,05;;
2011;CRI;8,07;6,67;10,00;8,05;8,20;;
2011;CIV;7,03;5,07;10,00;3,33;6,36;;
2011;HRV;8,70;6,40;10,00;5,14;7,56;;
2011;CYP;8,27;7,85;10,00;6,34;8,11;;
2011;CZE;8,27;7,03;10,00;5,57;7,72;;
2011;DNK;8,27;8,02;10,00;6,88;8,29;;
2011;DOM;7,94;6,70;10,00;6,05;7,67;;
2011;ECU;6,57;5,32;10,00;6,06;6,99;;
2011;EGY;5,05;6,42;10,00;3,48;6,24;;
2011;SLV;8,21;6,61;10,00;4,51;7,33;;
2011;EST;8,27;8,35;10,00;6,64;8,31;;
2011;ETH;5,25;3,56;10,00;1,52;5,08;;
2011;FJI;4,68;6,88;10,00;4,48;6,51;;
2011;FIN;8,27;8,50;10,00;7,03;8,45;;
2011;FRA;8,27;7,48;10,00;6,21;7,99;;
2011;GAB;6,33;5,47;10,00;2,77;6,14;;
2011;GMB;6,48;6,48;10,00;7,15;7,53;;
2011;GEO;9,11;7,69;10,00;7,20;8,50;;
2011;DEU;8,27;7,63;10,00;5,58;7,87;;
2011;GHA;7,29;5,88;10,00;3,98;6,79;;
2011;GRC;8,27;6,96;10,00;4,97;7,55;;
2011;GTM;8,56;6,63;10,00;7,44;8,16;;
2011;GIN;;;;;;;
2011;GNB;7,45;6,86;10,00;0,38;6,18;;
2011;GUY;6,55;6,25;10,00;5,26;7,01;;
2011;HTI;8,40;4,85;10,00;4,27;6,88;;
2011;HND;8,49;6,60;10,00;5,34;7,61;;
2011;HKG;10,00;8,77;10,00;8,66;9,36;;
2011;HUN;8,27;6,93;10,00;5,69;7,72;;
2011;ISL;6,48;6,29;10,00;3,49;6,57;;
2011;IND;6,47;6,48;10,00;2,10;6,26;;
2011;IDN;7,80;6,39;10,00;2,92;6,78;;
2011;IRN;4,07;5,25;10,00;1,04;5,09;;
2011;IRQ;;;;;;;
2011;IRL;8,27;8,04;10,00;8,63;8,74;;
2011;ISR;7,40;7,39;10,00;6,99;7,95;;
2011;ITA;8,27;6,72;10,00;5,99;7,74;;
2011;JAM;7,53;6,68;10,00;4,79;7,25;;
2011;JPN;6,27;6,67;10,00;5,49;7,11;;
2011;JOR;7,01;6,95;10,00;7,65;7,90;;
2011;KAZ;5,67;3,21;10,00;2,56;5,36;;
2011;KEN;6,94;5,60;10,00;4,34;6,72;;
2011;KOR;5,68;7,11;10,00;7,61;7,60;;
2011;KWT;8,88;6,82;10,00;4,14;7,46;;
2011;KGZ;8,62;2,58;10,00;4,45;6,41;;
2011;LAO;;;;;;;
2011;LVA;8,27;7,43;10,00;6,46;8,04;;
2011;LBN;7,15;5,73;10,00;5,28;7,04;;
2011;LSO;5,69;4,83;10,00;4,90;6,35;;
2011;LBR;;;;;;;
2011;LBY;;;;;;;
2011;LTU;8,27;7,52;10,00;4,92;7,68;;
2011;LUX;8,27;8,42;10,00;6,24;8,24;;
2011;MKD;8,23;7,00;10,00;5,03;7,56;;
2011;MDG;7,85;5,52;10,00;1,61;6,24;;
2011;MWI;7,11;4,91;10,00;4,59;6,65;;
2011;MYS;6,93;7,60;10,00;5,96;7,62;;
2011;MLI;7,51;5,35;10,00;2,76;6,40;;
2011;MLT;8,27;7,85;10,00;6,67;8,20;;
2011;MRT;7,64;5,50;10,00;2,57;6,43;;
2011;MUS;9,19;7,58;10,00;6,70;8,37;;
2011;MEX;6,83;7,17;10,00;4,25;7,06;;
2011;MDA;8,68;5,49;10,00;3,18;6,84;;
2011;MNG;9,11;4,21;10,00;4,37;6,92;;
2011;MNE;8,13;6,88;10,00;6,02;7,76;;
2011;MAR;5,79;7,06;10,00;4,92;6,94;;
2011;MOZ;7,97;5,53;10,00;2,41;6,48;;
2011;MMR;5,35;;0,00;0,00;1,78;;
2011;NAM;6,08;6,11;10,00;3,86;6,51;;
2011;NPL;6,25;4,44;10,00;4,71;6,35;;
2011;NLD;8,27;8,31;10,00;7,67;8,56;;
2011;NZL;9,14;8,81;10,00;6,72;8,66;;
2011;NIC;8,44;5,75;10,00;6,95;7,78;;
2011;NER;6,24;1,22;10,00;0,00;4,37;;
2011;NGA;7,26;5,27;10,00;3,66;6,55;;
2011;NOR;6,11;7,20;10,00;5,90;7,30;;
2011;OMN;7,97;7,68;10,00;6,75;8,10;;
2011;PAK;6,91;6,00;10,00;2,26;6,30;;
2011;PAN;7,88;7,26;10,00;7,78;8,23;;
2011;PNG;7,06;6,24;10,00;4,79;7,02;;
2011;PRY;7,84;5,59;10,00;5,42;7,21;;
2011;PER;9,01;7,08;10,00;8,15;8,56;;
2011;PHL;7,81;6,73;10,00;2,40;6,74;;
2011;POL;8,27;6,54;10,00;4,55;7,34;;
2011;PRT;8,27;7,90;10,00;5,89;8,02;;
2011;QAT;8,22;7,96;10,00;4,91;7,77;;
2011;ROU;8,27;6,56;10,00;6,34;7,79;;
2011;RUS;4,62;5,16;10,00;3,75;5,88;;
2011;RWA;7,06;5,79;10,00;5,54;7,10;;
2011;SAU;8,98;7,48;10,00;2,86;7,33;;
2011;SEN;7,31;6,55;10,00;3,92;6,95;;
2011;SRB;8,27;6,51;10,00;3,81;7,15;;
2011;SYC;;;;;;;
2011;SLE;7,16;6,00;10,00;3,41;6,64;;
2011;SGP;10,00;8,83;10,00;8,52;9,34;;
2011;SVK;8,27;7,11;10,00;6,61;8,00;;
2011;SVN;8,27;7,13;10,00;4,47;7,47;;
2011;ZAF;6,79;6,74;10,00;5,14;7,17;;
2011;ESP;8,27;7,70;10,00;5,25;7,81;;
2011;LKA;6,50;6,10;10,00;5,10;6,93;;
2011;SDN;;;;;;;
2011;SUR;7,52;6,60;10,00;2,44;6,64;;
2011;SWZ;6,04;5,99;10,00;4,18;6,55;;
2011;SWE;8,27;8,16;10,00;5,55;8,00;;
2011;CHE;5,90;7,03;10,00;5,97;7,22;;
2011;SYR;6,24;7,14;10,00;1,70;6,27;;
2011;TWN;7,70;7,29;10,00;5,79;7,69;;
2011;TJK;8,38;2,74;10,00;2,71;5,96;;
2011;TZA;7,24;5,62;10,00;3,46;6,58;;
2011;THA;7,49;6,85;10,00;3,18;6,88;;
2011;TLS;9,61;5,62;;6,79;7,34;;
2011;TGO;7,34;6,40;10,00;0,50;6,06;;
2011;TTO;7,69;6,95;10,00;5,95;7,65;;
2011;TUN;7,07;6,70;9,44;5,08;7,07;;
2011;TUR;6,32;6,60;10,00;6,05;7,24;;
2011;UGA;7,07;5,20;10,00;6,24;7,13;;
2011;UKR;8,66;4,74;10,00;2,81;6,55;;
2011;ARE;8,65;8,31;10,00;5,51;8,12;;
2011;GBR;8,27;8,26;10,00;8,20;8,68;;
2011;USA;8,40;7,65;10,00;4,79;7,71;;
2011;URY;7,74;6,84;10,00;7,75;8,08;;
2011;VEN;7,80;2,50;0,00;3,39;3,42;;
2011;VNM;7,35;5,71;10,00;2,22;6,32;;
2011;YEM;8,51;5,60;10,00;3,57;6,92;;
2011;ZMB;6,88;4,32;10,00;6,65;6,96;;
2011;ZWE;5,51;3,58;10,00;2,38;5,37;;
2010;ALB;8,45;6,86;10,00;3,68;7,25;;
2010;DZA;6,91;5,89;8,57;1,79;5,79;;
2010;AGO;8,24;4,02;10,00;2,50;6,19;;
2010;ARG;5,59;5,33;10,00;3,59;6,13;;
2010;ARM;8,90;6,60;10,00;4,95;7,61;;
2010;AUS;8,83;8,28;10,00;2,97;7,52;;
2010;AUT;8,34;7,93;10,00;5,35;7,91;;
2010;AZE;8,13;4,47;10,00;3,33;6,48;;
2010;BHS;3,27;7,76;10,00;4,37;6,35;;
2010;BHR;8,22;8,29;10,00;5,40;7,98;;
2010;BGD;6,41;5,72;10,00;2,00;6,04;;
2010;BRD;5,80;5,79;10,00;5,62;6,80;;
2010;BLR;;;;;;;
2010;BEL;8,34;8,34;10,00;6,09;8,19;;
2010;BLZ;6,48;5,49;10,00;3,45;6,36;;
2010;BEN;6,80;5,35;10,00;2,24;6,10;;
2010;BTN;;;;;;;
2010;BOL;7,92;5,76;10,00;4,32;7,00;;
2010;BIH;8,44;6,78;10,00;5,01;7,56;;
2010;BWA;5,98;5,81;10,00;6,46;7,06;;
2010;BRA;7,20;6,48;9,78;5,12;7,15;;
2010;BRN;8,70;6,87;10,00;5,34;7,73;;
2010;BGR;9,15;6,28;10,00;6,33;7,94;;
2010;BFA;7,31;4,80;10,00;2,28;6,10;;
2010;BDI;4,64;3,97;10,00;1,16;4,94;;
2010;KHM;8,55;6,09;10,00;4,51;7,29;;
2010;CMR;5,50;6,57;10,00;2,58;6,16;;
2010;CAN;7,25;7,58;10,00;6,52;7,84;;
2010;CPV;6,60;6,16;10,00;3,46;6,55;;
2010;CAF;6,09;1,77;10,00;0,77;4,66;;
2010;TCD;6,31;2,05;10,00;1,77;5,03;;
2010;CHL;9,47;7,78;10,00;5,76;8,25;;
2010;CHN;8,13;6,38;10,00;2,19;6,68;;
2010;COL;7,31;6,56;9,02;4,88;6,94;;
2010;COD;7,74;2,54;10,00;0,38;5,17;;
2010;COG;7,35;2,10;10,00;0,77;5,05;;
2010;CRI;8,15;6,71;10,00;7,74;8,15;;
2010;CIV;6,60;5,49;10,00;3,34;6,35;;
2010;HRV;8,73;6,56;10,00;5,23;7,63;;
2010;CYP;8,34;8,00;10,00;6,31;8,16;;
2010;CZE;8,34;7,39;10,00;5,43;7,79;;
2010;DNK;8,34;8,24;10,00;6,94;8,38;;
2010;DOM;7,86;6,83;10,00;6,17;7,72;;
2010;ECU;6,37;5,18;10,00;5,95;6,87;;
2010;EGY;4,96;6,75;10,00;3,56;6,32;;
2010;SLV;8,17;6,94;10,00;4,68;7,45;;
2010;EST;8,34;8,50;10,00;6,79;8,41;;
2010;ETH;5,11;4,09;10,00;1,65;5,21;;
2010;FJI;5,12;6,88;10,00;4,48;6,62;;
2010;FIN;8,34;8,73;10,00;5,44;8,13;;
2010;FRA;8,34;7,68;10,00;6,33;8,09;;
2010;GAB;6,30;7,11;10,00;0,77;6,05;;
2010;GMB;6,47;6,52;10,00;7,02;7,50;;
2010;GEO;9,16;7,51;10,00;7,28;8,48;;
2010;DEU;8,34;7,68;10,00;5,55;7,89;;
2010;GHA;7,15;6,64;10,00;4,01;6,95;;
2010;GRC;8,34;6,87;10,00;5,05;7,57;;
2010;GTM;8,54;6,65;10,00;7,42;8,15;;
2010;GIN;;;;;;;
2010;GNB;7,45;6,86;10,00;0,38;6,18;;
2010;GUY;6,47;6,35;10,00;5,23;7,01;;
2010;HTI;8,40;4,81;10,00;4,18;6,85;;
2010;HND;8,44;6,34;10,00;5,37;7,54;;
2010;HKG;10,00;8,84;10,00;8,63;9,37;;
2010;HUN;8,34;7,66;10,00;5,81;7,95;;
2010;ISL;6,51;6,21;9,48;3,55;6,44;;
2010;IND;6,38;6,45;10,00;2,15;6,25;;
2010;IDN;7,89;6,29;10,00;2,91;6,77;;
2010;IRN;4,11;5,06;10,00;1,04;5,05;;
2010;IRQ;;;;;;;
2010;IRL;8,34;8,35;10,00;8,52;8,80;;
2010;ISR;7,40;8,03;10,00;7,49;8,23;;
2010;ITA;8,34;6,89;10,00;6,10;7,83;;
2010;JAM;7,50;6,51;10,00;4,80;7,20;;
2010;JPN;7,14;6,90;10,00;5,46;7,37;;
2010;JOR;6,95;6,87;10,00;7,74;7,89;;
2010;KAZ;6,70;3,04;10,00;2,56;5,57;;
2010;KEN;6,87;6,00;10,00;4,52;6,85;;
2010;KOR;5,64;6,98;10,00;7,76;7,60;;
2010;KWT;8,84;7,27;10,00;4,23;7,59;;
2010;KGZ;8,69;2,49;10,00;4,36;6,38;;
2010;LAO;;;;;;;
2010;LVA;8,34;7,49;10,00;6,37;8,05;;
2010;LBN;7,09;6,06;10,00;5,47;7,16;;
2010;LSO;4,67;5,10;10,00;4,95;6,18;;
2010;LBR;;;;;;;
2010;LBY;;;;;;;
2010;LTU;8,34;7,35;10,00;4,91;7,65;;
2010;LUX;8,34;8,83;10,00;6,34;8,38;;
2010;MKD;8,05;6,98;10,00;4,78;7,45;;
2010;MDG;7,86;6,11;10,00;1,52;6,37;;
2010;MWI;5,95;4,33;10,00;4,74;6,26;;
2010;MYS;6,92;7,09;10,00;5,97;7,49;;
2010;MLI;7,62;5,54;10,00;2,68;6,46;;
2010;MLT;8,34;7,45;10,00;6,75;8,13;;
2010;MRT;7,64;4,93;10,00;1,45;6,01;;
2010;MUS;9,17;7,34;10,00;6,66;8,29;;
2010;MEX;6,58;7,23;10,00;4,20;7,00;;
2010;MDA;8,64;5,39;10,00;3,20;6,81;;
2010;MNG;9,13;4,35;10,00;4,29;6,94;;
2010;MNE;8,13;7,23;10,00;6,15;7,88;;
2010;MAR;5,55;6,87;10,00;4,75;6,79;;
2010;MOZ;7,98;5,65;10,00;2,42;6,51;;
2010;MMR;5,35;;0,00;0,00;1,78;;
2010;NAM;6,24;6,02;10,00;3,96;6,56;;
2010;NPL;6,29;4,72;10,00;4,69;6,43;;
2010;NLD;8,34;8,30;10,00;7,61;8,56;;
2010;NZL;9,10;8,86;10,00;6,72;8,67;;
2010;NIC;8,49;5,83;10,00;6,98;7,82;;
2010;NER;6,24;1,22;10,00;0,00;4,37;;
2010;NGA;7,26;5,18;9,42;3,68;6,39;;
2010;NOR;6,16;7,07;10,00;5,93;7,29;;
2010;OMN;7,92;7,64;10,00;6,67;8,05;;
2010;PAK;4,99;6,09;10,00;2,31;5,85;;
2010;PAN;7,88;7,58;10,00;7,69;8,29;;
2010;PNG;7,06;6,17;10,00;4,79;7,00;;
2010;PRY;7,86;5,60;10,00;5,34;7,20;;
2010;PER;8,61;7,45;10,00;8,46;8,63;;
2010;PHL;7,75;6,69;10,00;2,29;6,69;;
2010;POL;8,34;6,85;10,00;4,51;7,42;;
2010;PRT;8,34;7,78;10,00;6,20;8,08;;
2010;QAT;8,33;7,76;10,00;4,95;7,76;;
2010;ROU;8,34;7,06;10,00;6,55;7,99;;
2010;RUS;4,91;4,51;10,00;3,80;5,80;;
2010;RWA;7,03;5,48;10,00;5,56;7,02;;
2010;SAU;8,63;7,71;10,00;3,03;7,34;;
2010;SEN;7,33;6,78;10,00;3,82;6,98;;
2010;SRB;8,17;6,82;10,00;3,81;7,20;;
2010;SYC;;;;;;;
2010;SLE;6,82;6,47;10,00;1,97;6,31;;
2010;SGP;10,00;9,00;10,00;8,58;9,39;;
2010;SVK;8,34;7,34;10,00;6,55;8,06;;
2010;SVN;8,34;7,29;10,00;4,84;7,62;;
2010;ZAF;6,84;5,89;10,00;5,16;6,97;;
2010;ESP;8,34;7,81;10,00;5,32;7,87;;
2010;LKA;6,48;6,15;10,00;5,02;6,91;;
2010;SDN;;;;;;;
2010;SUR;7,47;6,51;10,00;2,40;6,60;;
2010;SWZ;6,15;5,88;10,00;4,09;6,53;;
2010;SWE;8,34;8,84;10,00;5,80;8,24;;
2010;CHE;6,29;7,16;10,00;6,03;7,37;;
2010;SYR;6,24;6,12;10,00;1,58;5,98;;
2010;TWN;7,72;7,24;10,00;5,76;7,68;;
2010;TJK;8,38;2,38;10,00;2,17;5,73;;
2010;TZA;7,14;6,14;10,00;3,38;6,66;;
2010;THA;7,43;6,82;10,00;3,06;6,83;;
2010;TLS;;5,99;;6,73;;;
2010;TGO;7,38;6,40;10,00;0,50;6,07;;
2010;TTO;7,64;6,93;10,00;5,98;7,64;;
2010;TUN;6,91;6,89;7,05;4,92;6,44;;
2010;TUR;6,25;6,86;10,00;6,30;7,35;;
2010;UGA;7,14;5,28;10,00;6,27;7,17;;
2010;UKR;8,62;4,75;10,00;2,88;6,56;;
2010;ARE;8,67;8,40;10,00;5,31;8,10;;
2010;GBR;8,34;8,36;10,00;8,43;8,78;;
2010;USA;8,43;7,66;10,00;4,80;7,72;;
2010;URY;7,77;6,96;10,00;7,82;8,14;;
2010;VEN;7,80;2,59;0,00;3,49;3,47;;
2010;VNM;7,25;5,77;10,00;2,22;6,31;;
2010;YEM;8,55;6,25;10,00;3,51;7,08;;
2010;ZMB;7,27;4,60;10,00;6,77;7,16;;
2010;ZWE;3,67;3,50;10,00;2,46;4,91;;
2009;ALB;8,45;6,90;10,00;3,62;7,24;;
2009;DZA;6,69;6,76;9,18;1,76;6,10;;
2009;AGO;8,14;3,62;10,00;1,49;5,81;;
2009;ARG;6,26;5,56;10,00;3,82;6,41;;
2009;ARM;8,88;6,64;10,00;5,02;7,64;;
2009;AUS;8,79;8,04;10,00;3,24;7,51;;
2009;AUT;8,22;8,31;10,00;5,59;8,03;;
2009;AZE;7,99;3,95;10,00;3,74;6,42;;
2009;BHS;3,12;7,76;10,00;4,37;6,31;;
2009;BHR;8,23;8,19;10,00;5,27;7,92;;
2009;BGD;6,53;5,66;10,00;1,54;5,93;;
2009;BRD;5,89;5,47;10,00;5,14;6,62;;
2009;BLR;;;;;;;
2009;BEL;8,22;8,53;10,00;6,15;8,22;;
2009;BLZ;6,32;7,09;10,00;2,60;6,50;;
2009;BEN;6,27;5,46;10,00;2,07;5,95;;
2009;BTN;;;;;;;
2009;BOL;8,26;5,70;10,00;4,32;7,07;;
2009;BIH;8,34;6,66;10,00;4,69;7,42;;
2009;BWA;5,08;5,77;10,00;6,39;6,81;;
2009;BRA;7,26;6,39;9,30;5,09;7,01;;
2009;BRN;;;;;;;
2009;BGR;8,37;6,01;10,00;6,38;7,69;;
2009;BFA;7,05;5,06;10,00;1,81;5,98;;
2009;BDI;4,94;3,04;10,00;1,50;4,87;;
2009;KHM;;;;;;;
2009;CMR;5,50;6,68;10,00;2,47;6,16;;
2009;CAN;7,19;7,66;10,00;6,61;7,86;;
2009;CPV;;;;;;;
2009;CAF;6,13;1,77;10,00;0,77;4,67;;
2009;TCD;6,31;1,96;10,00;1,67;4,99;;
2009;CHL;9,48;7,94;10,00;5,72;8,29;;
2009;CHN;8,15;6,46;10,00;1,65;6,56;;
2009;COL;7,47;6,17;9,26;4,62;6,88;;
2009;COD;7,37;2,54;10,00;0,38;5,07;;
2009;COG;7,36;2,10;10,00;0,77;5,06;;
2009;CRI;8,15;6,73;10,00;7,76;8,16;;
2009;CIV;6,71;5,89;10,00;3,04;6,41;;
2009;HRV;8,67;6,77;10,00;4,95;7,59;;
2009;CYP;8,35;8,21;10,00;6,39;8,23;;
2009;CZE;8,22;7,67;10,00;5,50;7,85;;
2009;DNK;8,22;8,12;10,00;6,97;8,33;;
2009;DOM;7,54;6,75;10,00;5,87;7,54;;
2009;ECU;6,37;4,63;10,00;5,97;6,74;;
2009;EGY;4,88;6,68;10,00;3,62;6,30;;
2009;SLV;8,14;7,34;10,00;4,96;7,61;;
2009;EST;8,22;8,57;10,00;6,87;8,42;;
2009;ETH;5,31;4,37;10,00;1,39;5,27;;
2009;FJI;5,11;6,88;10,00;4,48;6,62;;
2009;FIN;8,22;8,61;10,00;5,83;8,17;;
2009;FRA;8,22;7,83;10,00;6,55;8,15;;
2009;GAB;6,30;7,11;10,00;0,77;6,05;;
2009;GMB;;;;;;;
2009;GEO;9,10;7,62;10,00;7,41;8,53;;
2009;DEU;8,22;7,91;10,00;5,89;8,01;;
2009;GHA;7,11;6,67;10,00;3,85;6,91;;
2009;GRC;8,22;6,99;10,00;5,45;7,67;;
2009;GTM;8,52;6,85;10,00;7,80;8,29;;
2009;GIN;;;;;;;
2009;GNB;7,45;6,86;10,00;0,38;6,18;;
2009;GUY;6,47;6,47;10,00;5,18;7,03;;
2009;HTI;8,79;5,17;10,00;4,23;7,05;;
2009;HND;8,45;6,43;10,00;5,62;7,63;;
2009;HKG;10,00;9,12;10,00;8,37;9,37;;
2009;HUN;8,22;7,65;10,00;5,93;7,95;;
2009;ISL;6,34;6,51;10,00;3,31;6,54;;
2009;IND;6,40;6,43;10,00;2,05;6,22;;
2009;IDN;7,90;6,48;10,00;3,07;6,86;;
2009;IRN;4,11;5,02;10,00;1,01;5,03;;
2009;IRQ;;;;;;;
2009;IRL;8,22;8,25;10,00;8,34;8,70;;
2009;ISR;7,40;8,05;10,00;7,73;8,29;;
2009;ITA;8,22;6,94;10,00;6,22;7,85;;
2009;JAM;7,58;6,58;10,00;4,81;7,24;;
2009;JPN;6,80;7,12;10,00;5,53;7,36;;
2009;JOR;6,87;6,77;10,00;7,84;7,87;;
2009;KAZ;7,99;2,83;10,00;2,13;5,74;;
2009;KEN;6,83;6,03;10,00;4,64;6,88;;
2009;KOR;5,64;7,02;10,00;7,64;7,57;;
2009;KWT;8,84;7,09;10,00;4,24;7,54;;
2009;KGZ;8,69;2,40;10,00;4,40;6,37;;
2009;LAO;;;;;;;
2009;LVA;8,22;7,78;10,00;6,51;8,13;;
2009;LBN;;;;;;;
2009;LSO;4,66;5,14;10,00;4,69;6,12;;
2009;LBR;;;;;;;
2009;LBY;;;;;;;
2009;LTU;8,22;7,40;10,00;5,10;7,68;;
2009;LUX;8,22;8,88;10,00;6,12;8,31;;
2009;MKD;7,98;7,11;10,00;4,84;7,48;;
2009;MDG;7,08;6,31;10,00;1,39;6,20;;
2009;MWI;6,02;4,13;10,00;4,52;6,17;;
2009;MYS;6,07;6,65;10,00;5,62;7,09;;
2009;MLI;7,44;5,55;10,00;2,33;6,33;;
2009;MLT;8,22;7,45;10,00;6,89;8,14;;
2009;MRT;7,41;4,84;10,00;1,51;5,94;;
2009;MUS;9,15;7,44;10,00;6,79;8,34;;
2009;MEX;6,66;7,33;10,00;4,22;7,05;;
2009;MDA;8,64;5,45;10,00;3,14;6,81;;
2009;MNG;9,21;4,60;10,00;4,14;6,99;;
2009;MNE;8,12;7,38;10,00;6,22;7,93;;
2009;MAR;5,41;6,59;10,00;4,18;6,54;;
2009;MOZ;7,51;5,58;10,00;1,99;6,27;;
2009;MMR;5,35;;0,00;0,00;1,78;;
2009;NAM;5,46;6,02;10,00;3,82;6,32;;
2009;NPL;6,62;4,81;10,00;4,62;6,51;;
2009;NLD;8,22;8,28;10,00;7,65;8,54;;
2009;NZL;9,07;8,78;10,00;7,08;8,73;;
2009;NIC;8,45;5,65;10,00;7,08;7,80;;
2009;NER;6,24;1,22;10,00;0,00;4,37;;
2009;NGA;7,22;5,04;7,06;3,49;5,70;;
2009;NOR;6,23;7,23;10,00;6,40;7,46;;
2009;OMN;7,91;7,43;10,00;6,68;8,00;;
2009;PAK;6,77;6,22;10,00;2,26;6,31;;
2009;PAN;7,88;7,56;10,00;7,55;8,25;;
2009;PNG;6,83;6,17;10,00;4,79;6,95;;
2009;PRY;7,91;5,51;10,00;5,47;7,22;;
2009;PER;8,59;7,41;10,00;8,25;8,56;;
2009;PHL;7,72;6,76;10,00;2,24;6,68;;
2009;POL;8,22;6,79;10,00;4,68;7,42;;
2009;PRT;8,22;7,81;10,00;6,41;8,11;;
2009;QAT;;;;;;;
2009;ROU;8,22;7,43;10,00;6,60;8,06;;
2009;RUS;4,31;4,54;10,00;3,51;5,59;;
2009;RWA;6,62;4,72;10,00;3,30;6,16;;
2009;SAU;;;;;;;
2009;SEN;7,39;7,11;10,00;3,56;7,02;;
2009;SRB;8,05;6,99;10,00;4,03;7,27;;
2009;SYC;;;;;;;
2009;SLE;6,70;6,05;10,00;1,97;6,18;;
2009;SGP;10,00;9,11;10,00;8,47;9,40;;
2009;SVK;8,22;7,52;10,00;6,49;8,06;;
2009;SVN;8,22;7,17;10,00;5,13;7,63;;
2009;ZAF;7,15;5,80;10,00;4,87;6,96;;
2009;ESP;8,22;7,75;10,00;5,46;7,86;;
2009;LKA;6,31;6,24;10,00;4,82;6,84;;
2009;SDN;;;;;;;
2009;SUR;;;;;;;
2009;SWZ;;;;;;;
2009;SWE;8,22;8,87;10,00;5,95;8,26;;
2009;CHE;6,19;7,17;10,00;6,21;7,39;;
2009;SYR;6,24;6,19;10,00;1,50;5,98;;
2009;TWN;7,50;7,28;10,00;5,06;7,46;;
2009;TJK;;;;;;;
2009;TZA;7,07;5,78;10,00;3,26;6,53;;
2009;THA;7,44;7,08;10,00;2,92;6,86;;
2009;TLS;;;;;;;
2009;TGO;7,33;6,40;10,00;0,50;6,06;;
2009;TTO;7,62;7,15;10,00;5,94;7,68;;
2009;TUN;5,96;7,10;7,16;4,57;6,20;;
2009;TUR;6,29;7,07;10,00;6,44;7,45;;
2009;UGA;7,04;5,43;10,00;6,16;7,16;;
2009;UKR;8,79;4,86;10,00;3,10;6,69;;
2009;ARE;8,67;8,63;10,00;5,47;8,19;;
2009;GBR;8,22;8,27;10,00;8,48;8,74;;
2009;USA;8,45;7,69;10,00;4,75;7,72;;
2009;URY;7,81;6,67;10,00;7,91;8,10;;
2009;VEN;7,80;2,67;0,00;3,46;3,48;;
2009;VNM;6,90;5,99;10,00;1,85;6,19;;
2009;YEM;;;;;;;
2009;ZMB;7,23;4,68;10,00;6,58;7,12;;
2009;ZWE;3,33;3,45;10,00;2,69;4,87;;
2008;ALB;8,44;6,86;10,00;2,11;6,85;;
2008;DZA;6,87;6,63;8,16;1,35;5,75;;
2008;AGO;8,33;1,32;10,00;0,38;5,01;;
2008;ARG;6,55;5,94;10,00;4,55;6,76;;
2008;ARM;8,76;6,42;10,00;5,41;7,65;;
2008;AUS;8,55;8,13;10,00;3,21;7,47;;
2008;AUT;8,03;8,36;10,00;5,74;8,03;;
2008;AZE;7,91;4,00;10,00;3,83;6,43;;
2008;BHS;4,55;8,01;10,00;4,37;6,73;;
2008;BHR;8,19;7,84;10,00;5,01;7,76;;
2008;BGD;6,48;5,86;10,00;1,60;5,98;;
2008;BRD;5,81;5,49;10,00;5,21;6,63;;
2008;BLR;;;;;;;
2008;BEL;8,03;8,43;10,00;6,19;8,16;;
